booking_no,created_at,journey_date,account_no,provider_code,travel_product,channel,destination,currency_code,total_booking_amount,service_revenue,supplier_cost,booking_state
ID-BK-0015313,2025-10-06,2025-10-11,ID-CUST-0232,ID-SUP-037,AIR,MANUAL,GB,IDR,36269868.67,3046148.43,1698275.67,Confirmed
ID-BK-0015314,2024-11-26,2024-12-08,ID-CUST-0128,ID-SUP-029,HOTEL,MANUAL,MY,IDR,11487170.53,1127170.86,789709.72,Confirmed
ID-BK-0015315,2025-02-17,2025-02-28,ID-CUST-0083,ID-SUP-019,HOTEL,ONLINE,MY,IDR,21380646.74,0.0,0.0,Cancelled
ID-BK-0015316,2026-08-10,2026-09-11,ID-CUST-0080,ID-SUP-040,AIR,ONLINE,MY,IDR,17030525.93,2679259.84,2147817.5,Confirmed
ID-BK-0015317,2026-03-13,2026-03-16,ID-CUST-0182,ID-SUP-048,HOTEL,ONLINE,ID,IDR,11650516.7,756169.84,490743.34,Confirmed
ID-BK-0015318,2026-02-26,2026-03-12,ID-CUST-0169,ID-SUP-002,AIR,ONLINE,ID,IDR,10406599.51,1331013.86,771928.8,Confirmed
ID-BK-0015319,2025-07-02,2025-07-03,ID-CUST-0153,ID-SUP-069,GROUND,MANUAL,AU,IDR,9871810.05,1233212.1,802999.16,Confirmed
ID-BK-0015320,2024-12-17,2024-12-29,ID-CUST-0228,ID-SUP-009,OTHER,MANUAL,GB,IDR,14283813.79,995586.97,872518.7,Confirmed
ID-BK-0015321,2026-06-28,2026-07-27,ID-CUST-0178,ID-SUP-033,OTHER,MANUAL,US,IDR,14258561.44,1350927.34,1166919.88,Confirmed
ID-BK-0015322,2025-01-25,2025-02-10,ID-CUST-0211,ID-SUP-012,AIR,ONLINE,ID,IDR,14516909.16,1237564.77,882488.9,Confirmed
ID-BK-0015323,2026-07-29,2026-08-17,ID-CUST-0205,ID-SUP-066,HOTEL,ONLINE,VN,IDR,13108476.71,1790313.56,1075009.52,Confirmed
ID-BK-0015324,2025-02-03,2025-02-17,ID-CUST-0189,ID-SUP-056,OTHER,ONLINE,MY,IDR,7075519.97,1079710.04,671626.14,Confirmed
ID-BK-0015325,2024-11-23,2024-12-16,ID-CUST-0142,ID-SUP-025,HOTEL,MANUAL,VN,IDR,10991993.82,690434.86,578450.93,Confirmed
ID-BK-0015326,2026-06-22,2026-06-28,ID-CUST-0005,ID-SUP-033,HOTEL,ONLINE,ID,IDR,7155894.28,719219.38,527055.77,Confirmed
ID-BK-0015327,2024-10-20,2024-11-01,ID-CUST-0168,ID-SUP-063,OTHER,MANUAL,TH,IDR,25070773.47,2726653.93,1587587.9,Confirmed
ID-BK-0015328,2026-08-30,2026-10-27,ID-CUST-0230,ID-SUP-020,AIR,MANUAL,AU,IDR,6834077.26,532084.88,395210.88,Confirmed
ID-BK-0015329,2024-09-27,2024-10-28,ID-CUST-0107,ID-SUP-013,AIR,ONLINE,VN,IDR,6872506.33,940022.87,814076.43,Confirmed
ID-BK-0015330,2024-12-29,2025-01-23,ID-CUST-0232,ID-SUP-053,AIR,MANUAL,VN,IDR,17007779.27,1387561.33,903445.23,Confirmed
ID-BK-0015331,2026-01-14,2026-01-28,ID-CUST-0187,ID-SUP-006,HOTEL,MANUAL,ID,IDR,9236542.31,1440535.43,957512.98,Confirmed
ID-BK-0015332,2024-12-03,2024-12-19,ID-CUST-0016,ID-SUP-004,AIR,ONLINE,TH,IDR,18077463.63,1805181.66,1507279.15,Confirmed
ID-BK-0015333,2026-03-30,2026-04-06,ID-CUST-0068,ID-SUP-012,OTHER,ONLINE,ID,IDR,25413740.18,1843259.46,1208773.29,Confirmed
ID-BK-0015334,2025-08-20,2025-09-13,ID-CUST-0044,ID-SUP-044,OTHER,MANUAL,TH,IDR,7058522.83,653316.33,407903.41,Confirmed
ID-BK-0015335,2026-05-10,2026-05-12,ID-CUST-0078,ID-SUP-019,HOTEL,MANUAL,SG,IDR,20488258.86,2094453.81,1759893.05,Confirmed
ID-BK-0015336,2026-05-21,2026-05-26,ID-CUST-0241,ID-SUP-001,AIR,MANUAL,SG,IDR,15753310.0,2515794.76,1556187.46,Confirmed
ID-BK-0015337,2024-11-29,2024-12-25,ID-CUST-0061,ID-SUP-048,HOTEL,MANUAL,ID,IDR,10754578.85,1034924.63,855368.78,Confirmed
ID-BK-0015338,2026-06-03,2026-06-24,ID-CUST-0173,ID-SUP-045,HOTEL,ONLINE,TH,IDR,13945228.78,1449513.03,905356.84,Confirmed
ID-BK-0015339,2026-01-03,2026-01-20,ID-CUST-0021,ID-SUP-035,HOTEL,MANUAL,GB,IDR,15239281.97,-1125981.34,-756821.19,Refunded
ID-BK-0015340,2025-06-16,2025-06-25,ID-CUST-0144,ID-SUP-027,HOTEL,ONLINE,US,IDR,24695800.91,3805214.63,2612211.3,Confirmed
ID-BK-0015341,2026-07-15,2026-07-21,ID-CUST-0028,ID-SUP-053,AIR,ONLINE,SG,IDR,4403991.85,439905.05,364537.65,Confirmed
ID-BK-0015342,2026-07-20,2026-08-01,ID-CUST-0001,ID-SUP-045,GROUND,ONLINE,US,IDR,14082121.87,1012107.48,712625.95,Confirmed
ID-BK-0015343,2025-03-11,2025-03-31,ID-CUST-0022,ID-SUP-070,AIR,MANUAL,VN,IDR,22639742.84,1883723.28,1445620.31,Confirmed
ID-BK-0015344,2025-02-11,2025-02-27,ID-CUST-0246,ID-SUP-038,AIR,MANUAL,GB,IDR,2524589.99,390154.35,254604.1,Confirmed
ID-BK-0015345,2025-09-01,2025-09-21,ID-CUST-0140,ID-SUP-011,HOTEL,ONLINE,TH,IDR,17721457.4,1889832.65,1613421.95,Confirmed
ID-BK-0015346,2025-02-06,2025-02-27,ID-CUST-0083,ID-SUP-021,AIR,MANUAL,VN,IDR,16590137.24,1083425.91,669613.93,Confirmed
ID-BK-0015347,2025-08-22,2025-10-06,ID-CUST-0259,ID-SUP-024,AIR,ONLINE,SG,IDR,16873290.01,2418091.02,1619412.86,Confirmed
ID-BK-0015348,2026-01-27,2026-03-04,ID-CUST-0076,ID-SUP-031,AIR,MANUAL,TH,IDR,22402406.33,3565681.12,2716563.37,Confirmed
ID-BK-0015349,2026-01-09,2026-01-20,ID-CUST-0194,ID-SUP-033,AIR,ONLINE,GB,IDR,7005320.09,0.0,0.0,Cancelled
ID-BK-0015350,2025-12-04,2025-12-30,ID-CUST-0076,ID-SUP-026,AIR,MANUAL,JP,IDR,10349281.56,1483164.42,967189.7,Confirmed
ID-BK-0015351,2025-08-24,2025-10-20,ID-CUST-0108,ID-SUP-042,HOTEL,ONLINE,CN,IDR,13990223.41,1616268.19,1108286.4,Confirmed
ID-BK-0015352,2026-02-21,2026-03-02,ID-CUST-0115,ID-SUP-060,AIR,ONLINE,TH,IDR,2176132.94,300281.18,197229.9,Confirmed
ID-BK-0015353,2025-09-07,2025-09-30,ID-CUST-0042,ID-SUP-042,GROUND,ONLINE,VN,IDR,13988616.86,1978550.66,1702068.53,Confirmed
ID-BK-0015354,2026-06-16,2026-07-09,ID-CUST-0168,ID-SUP-064,AIR,ONLINE,CN,IDR,12726796.01,1729892.54,1016182.85,Confirmed
ID-BK-0015355,2026-08-12,2026-08-27,ID-CUST-0193,ID-SUP-032,AIR,ONLINE,CN,IDR,10397191.12,1381565.86,910797.68,Confirmed
ID-BK-0015356,2026-02-01,2026-02-17,ID-CUST-0184,ID-SUP-020,AIR,ONLINE,CN,IDR,11476493.0,717278.48,615256.72,Confirmed
ID-BK-0015357,2025-07-29,2025-08-07,ID-CUST-0076,ID-SUP-068,AIR,ONLINE,MY,IDR,40075299.92,4098187.7,2300411.44,Confirmed
ID-BK-0015358,2025-10-09,2025-10-21,ID-CUST-0247,ID-SUP-012,HOTEL,ONLINE,CN,IDR,12161126.82,1091326.96,776183.03,Confirmed
ID-BK-0015359,2024-11-21,2024-12-08,ID-CUST-0040,ID-SUP-021,HOTEL,MANUAL,VN,IDR,2723939.8,248299.79,144970.36,Confirmed
ID-BK-0015360,2025-08-05,2025-08-31,ID-CUST-0095,ID-SUP-034,AIR,ONLINE,TH,IDR,13520053.12,1827102.51,1331225.5,Confirmed
ID-BK-0015361,2025-07-12,2025-07-24,ID-CUST-0175,ID-SUP-055,AIR,ONLINE,AU,IDR,15574465.11,1930306.85,1526014.71,Confirmed
ID-BK-0015362,2025-12-07,2025-12-22,ID-CUST-0250,ID-SUP-007,AIR,ONLINE,TH,IDR,25989015.5,2102845.75,1157448.97,Confirmed
ID-BK-0015363,2025-07-25,2025-08-02,ID-CUST-0116,ID-SUP-025,AIR,ONLINE,ID,IDR,8630985.19,854125.83,587131.74,Confirmed
ID-BK-0015364,2024-09-28,2024-10-14,ID-CUST-0116,ID-SUP-001,AIR,ONLINE,MY,IDR,7037015.44,526938.65,369097.99,Confirmed
ID-BK-0015365,2025-11-07,2025-11-17,ID-CUST-0185,ID-SUP-065,AIR,MANUAL,US,IDR,11655050.21,1047604.58,584467.83,Confirmed
ID-BK-0015366,2025-06-28,2025-07-22,ID-CUST-0009,ID-SUP-053,AIR,MANUAL,VN,IDR,14360773.35,1371774.85,783397.6,Confirmed
ID-BK-0015367,2025-02-28,2025-03-20,ID-CUST-0232,ID-SUP-050,AIR,ONLINE,GB,IDR,11880581.14,1818670.4,1494477.16,Confirmed
ID-BK-0015368,2025-04-02,2025-04-13,ID-CUST-0218,ID-SUP-018,HOTEL,ONLINE,GB,IDR,8827818.03,1116077.56,949407.68,Confirmed
ID-BK-0015369,2024-12-28,2025-02-10,ID-CUST-0099,ID-SUP-067,AIR,ONLINE,ID,IDR,5666067.43,452387.92,313358.84,Confirmed
ID-BK-0015370,2024-10-05,2024-10-13,ID-CUST-0256,ID-SUP-015,AIR,MANUAL,GB,IDR,18237195.92,1103243.65,638281.19,Confirmed
ID-BK-0015371,2025-09-16,2025-10-08,ID-CUST-0242,ID-SUP-022,HOTEL,MANUAL,TH,IDR,9286057.72,1150052.78,796815.46,Confirmed
ID-BK-0015372,2024-09-14,2024-10-04,ID-CUST-0004,ID-SUP-012,AIR,MANUAL,JP,IDR,7637494.67,845200.04,477663.78,Confirmed
ID-BK-0015373,2024-12-17,2024-12-30,ID-CUST-0174,ID-SUP-002,HOTEL,ONLINE,TH,IDR,7698846.59,533985.11,339891.86,Confirmed
ID-BK-0015374,2024-12-19,2025-01-14,ID-CUST-0116,ID-SUP-065,AIR,ONLINE,JP,IDR,10489518.14,975975.45,823899.11,Confirmed
ID-BK-0015375,2025-12-06,2025-12-10,ID-CUST-0150,ID-SUP-046,GROUND,ONLINE,JP,IDR,29626539.82,2319139.24,1784014.49,Confirmed
ID-BK-0015376,2026-02-18,2026-02-22,ID-CUST-0205,ID-SUP-014,HOTEL,ONLINE,GB,IDR,14643684.56,1544179.17,1258769.05,Confirmed
ID-BK-0015377,2025-03-07,2025-05-22,ID-CUST-0140,ID-SUP-018,AIR,ONLINE,SG,IDR,39849372.21,3782076.05,3098776.25,Confirmed
ID-BK-0015378,2025-04-15,2025-04-25,ID-CUST-0220,ID-SUP-031,AIR,MANUAL,SG,IDR,5233698.08,737602.81,437145.68,Confirmed
ID-BK-0015379,2024-11-14,2024-12-11,ID-CUST-0141,ID-SUP-044,HOTEL,MANUAL,US,IDR,9466806.96,1288317.62,860317.39,Confirmed
ID-BK-0015380,2025-03-23,2025-04-11,ID-CUST-0178,ID-SUP-001,HOTEL,MANUAL,JP,IDR,6275662.86,931916.89,789794.49,Confirmed
ID-BK-0015381,2025-01-01,2025-01-23,ID-CUST-0175,ID-SUP-044,GROUND,ONLINE,GB,IDR,5727273.96,577260.45,350798.62,Confirmed
ID-BK-0015382,2026-08-06,2026-09-05,ID-CUST-0138,ID-SUP-009,HOTEL,ONLINE,GB,IDR,54940056.68,7223261.15,4780152.7,Confirmed
ID-BK-0015383,2025-05-03,2025-06-01,ID-CUST-0113,ID-SUP-051,AIR,MANUAL,TH,IDR,26077546.42,4019951.31,3515175.51,Confirmed
ID-BK-0015384,2026-06-07,2026-06-12,ID-CUST-0250,ID-SUP-034,AIR,ONLINE,US,IDR,13557809.36,1794232.61,1200266.64,Confirmed
ID-BK-0015385,2025-09-26,2025-10-22,ID-CUST-0002,ID-SUP-046,OTHER,MANUAL,CN,IDR,4079088.25,523584.04,415985.0,Confirmed
ID-BK-0015386,2025-05-11,2025-05-17,ID-CUST-0241,ID-SUP-042,AIR,MANUAL,MY,IDR,15957369.61,1880077.47,1360550.52,Confirmed
ID-BK-0015387,2026-08-11,2026-08-20,ID-CUST-0232,ID-SUP-005,GROUND,ONLINE,CN,IDR,9195347.34,980899.21,631749.9,Confirmed
ID-BK-0015388,2025-09-16,2025-09-27,ID-CUST-0206,ID-SUP-024,AIR,ONLINE,US,IDR,4637505.39,615391.08,486170.53,Confirmed
ID-BK-0015389,2025-12-23,2026-01-24,ID-CUST-0078,ID-SUP-049,HOTEL,ONLINE,GB,IDR,3510225.25,0.0,0.0,Cancelled
ID-BK-0015390,2026-07-07,2026-07-15,ID-CUST-0006,ID-SUP-037,AIR,ONLINE,TH,IDR,62477689.32,4978284.76,3764861.05,Confirmed
ID-BK-0015391,2026-01-17,2026-02-04,ID-CUST-0199,ID-SUP-056,AIR,ONLINE,ID,IDR,24776622.75,2378238.42,1403706.85,Confirmed
ID-BK-0015392,2024-10-02,2024-10-12,ID-CUST-0073,ID-SUP-028,HOTEL,MANUAL,ID,IDR,23098306.89,3045919.1,2604510.72,Confirmed
ID-BK-0015393,2024-11-14,2024-12-20,ID-CUST-0117,ID-SUP-027,AIR,ONLINE,SG,IDR,2661924.17,181528.84,135326.14,Confirmed
ID-BK-0015394,2025-01-07,2025-01-31,ID-CUST-0240,ID-SUP-052,HOTEL,MANUAL,ID,IDR,24395129.19,3478675.82,2089885.29,Confirmed
ID-BK-0015395,2025-11-17,2025-11-27,ID-CUST-0178,ID-SUP-037,HOTEL,MANUAL,AU,IDR,3349561.83,223126.43,173768.33,Confirmed
ID-BK-0015396,2025-06-02,2025-07-21,ID-CUST-0195,ID-SUP-001,AIR,ONLINE,AU,IDR,7718413.1,791213.9,662090.43,Confirmed
ID-BK-0015397,2024-10-08,2024-11-14,ID-CUST-0221,ID-SUP-051,HOTEL,ONLINE,CN,IDR,9985759.09,956864.1,665893.64,Confirmed
ID-BK-0015398,2025-08-25,2025-09-08,ID-CUST-0122,ID-SUP-007,HOTEL,MANUAL,GB,IDR,10679745.03,1104109.78,952312.61,Confirmed
ID-BK-0015399,2026-08-13,2026-08-30,ID-CUST-0016,ID-SUP-021,HOTEL,ONLINE,GB,IDR,14147085.37,1923644.05,1332435.86,Confirmed
ID-BK-0015400,2025-08-22,2025-09-21,ID-CUST-0065,ID-SUP-024,AIR,ONLINE,CN,IDR,3756964.67,550860.83,439781.76,Confirmed
ID-BK-0015401,2025-09-22,2025-09-28,ID-CUST-0112,ID-SUP-021,AIR,ONLINE,GB,IDR,12401935.33,1602479.36,1235942.24,Confirmed
ID-BK-0015402,2026-04-30,2026-05-22,ID-CUST-0224,ID-SUP-046,AIR,MANUAL,ID,IDR,84121467.14,8548526.94,6587219.24,Confirmed
ID-BK-0015403,2025-11-17,2025-11-27,ID-CUST-0017,ID-SUP-010,AIR,MANUAL,JP,IDR,12705058.32,1959804.6,1409719.46,Confirmed
ID-BK-0015404,2026-01-04,2026-01-16,ID-CUST-0255,ID-SUP-019,AIR,MANUAL,ID,IDR,7883554.24,880616.27,592122.81,Confirmed
ID-BK-0015405,2025-12-25,2026-01-09,ID-CUST-0238,ID-SUP-020,AIR,ONLINE,CN,IDR,14029098.26,1183029.45,854037.93,Confirmed
ID-BK-0015406,2026-05-27,2026-06-09,ID-CUST-0055,ID-SUP-013,HOTEL,ONLINE,VN,IDR,103367870.63,0.0,0.0,Cancelled
ID-BK-0015407,2025-04-29,2025-05-02,ID-CUST-0049,ID-SUP-030,AIR,ONLINE,GB,IDR,10013236.12,605617.8,346421.12,Confirmed
ID-BK-0015408,2025-09-01,2025-09-09,ID-CUST-0050,ID-SUP-050,AIR,MANUAL,CN,IDR,53253150.53,7508406.76,4412694.27,Confirmed
ID-BK-0015409,2025-07-23,2025-08-05,ID-CUST-0105,ID-SUP-030,GROUND,ONLINE,US,IDR,11398893.34,1785222.15,1134612.4,Confirmed
ID-BK-0015410,2025-02-07,2025-02-23,ID-CUST-0144,ID-SUP-008,OTHER,ONLINE,GB,IDR,15072086.41,1627809.63,1113762.43,Confirmed
ID-BK-0015411,2025-09-02,2025-09-13,ID-CUST-0048,ID-SUP-045,GROUND,ONLINE,CN,IDR,12257258.2,739152.1,599746.75,Confirmed
ID-BK-0015412,2024-09-28,2024-10-16,ID-CUST-0015,ID-SUP-034,HOTEL,MANUAL,CN,IDR,23655310.41,2168791.38,1540412.34,Confirmed
ID-BK-0015413,2025-06-13,2025-06-22,ID-CUST-0033,ID-SUP-005,GROUND,ONLINE,AU,IDR,20922714.14,2781107.18,1840986.64,Confirmed
ID-BK-0015414,2025-03-19,2025-04-06,ID-CUST-0029,ID-SUP-031,AIR,MANUAL,ID,IDR,8335537.63,874308.08,526217.14,Confirmed
ID-BK-0015415,2026-03-26,2026-04-26,ID-CUST-0204,ID-SUP-040,AIR,MANUAL,JP,IDR,13588559.67,1806078.65,1207792.74,Confirmed
ID-BK-0015416,2026-07-28,2026-08-03,ID-CUST-0077,ID-SUP-036,HOTEL,MANUAL,US,IDR,29358401.48,2197794.05,1663934.89,Confirmed
ID-BK-0015417,2025-08-16,2025-08-25,ID-CUST-0085,ID-SUP-069,AIR,MANUAL,JP,IDR,4801825.28,391170.99,265778.92,Confirmed
ID-BK-0015418,2024-12-28,2025-01-15,ID-CUST-0133,ID-SUP-008,HOTEL,ONLINE,VN,IDR,7627525.13,851045.08,470218.98,Confirmed
ID-BK-0015419,2025-07-30,2025-08-04,ID-CUST-0176,ID-SUP-037,HOTEL,ONLINE,US,IDR,7767761.69,914933.6,690767.27,Confirmed
ID-BK-0015420,2026-02-28,2026-03-13,ID-CUST-0076,ID-SUP-009,OTHER,MANUAL,SG,IDR,5855025.73,893337.21,731082.97,Confirmed
ID-BK-0015421,2026-04-12,2026-05-15,ID-CUST-0175,ID-SUP-035,HOTEL,MANUAL,VN,IDR,7410715.74,813961.38,600205.06,Confirmed
ID-BK-0015422,2025-04-28,2025-05-13,ID-CUST-0018,ID-SUP-038,OTHER,ONLINE,GB,IDR,6320796.16,840111.22,705375.22,Confirmed
ID-BK-0015423,2026-01-12,2026-01-26,ID-CUST-0011,ID-SUP-070,AIR,MANUAL,US,IDR,7892999.05,747477.08,430426.15,Confirmed
ID-BK-0015424,2025-02-01,2025-02-09,ID-CUST-0210,ID-SUP-067,HOTEL,ONLINE,US,IDR,27261944.99,3406474.99,2917127.32,Confirmed
ID-BK-0015425,2025-03-19,2025-03-28,ID-CUST-0199,ID-SUP-016,AIR,MANUAL,CN,IDR,55482835.39,6070774.86,4229732.6,Confirmed
ID-BK-0015426,2026-07-15,2026-07-29,ID-CUST-0001,ID-SUP-022,HOTEL,MANUAL,TH,IDR,64735416.77,4457772.37,3627602.35,Confirmed
ID-BK-0015427,2026-05-01,2026-05-07,ID-CUST-0239,ID-SUP-022,HOTEL,MANUAL,JP,IDR,13793726.21,1449607.01,1212133.59,Confirmed
ID-BK-0015428,2025-04-09,2025-05-04,ID-CUST-0179,ID-SUP-020,OTHER,MANUAL,CN,IDR,12196547.63,1884141.09,1317676.11,Confirmed
ID-BK-0015429,2025-07-21,2025-07-24,ID-CUST-0131,ID-SUP-001,AIR,MANUAL,VN,IDR,7424586.42,1177379.25,836400.16,Confirmed
ID-BK-0015430,2025-07-29,2025-08-13,ID-CUST-0096,ID-SUP-042,AIR,ONLINE,ID,IDR,9977060.73,1162672.51,1023084.71,Confirmed
ID-BK-0015431,2024-10-04,2024-11-15,ID-CUST-0034,ID-SUP-068,AIR,MANUAL,VN,IDR,10344226.13,1448690.85,895915.1,Confirmed
ID-BK-0015432,2025-12-17,2026-02-17,ID-CUST-0165,ID-SUP-036,AIR,ONLINE,SG,IDR,22729069.81,3323937.96,2055674.01,Confirmed
ID-BK-0015433,2026-02-20,2026-02-27,ID-CUST-0009,ID-SUP-041,GROUND,ONLINE,AU,IDR,11257829.17,1407483.61,895863.34,Confirmed
ID-BK-0015434,2025-03-23,2025-04-24,ID-CUST-0079,ID-SUP-051,HOTEL,ONLINE,ID,IDR,6074642.07,913486.72,593486.79,Confirmed
ID-BK-0015435,2026-06-07,2026-06-11,ID-CUST-0108,ID-SUP-017,AIR,MANUAL,ID,IDR,11295673.32,1230370.54,689465.66,Confirmed
ID-BK-0015436,2026-07-13,2026-08-11,ID-CUST-0096,ID-SUP-027,AIR,MANUAL,CN,IDR,46546914.04,4241404.67,2772398.55,Confirmed
ID-BK-0015437,2026-08-15,2026-08-17,ID-CUST-0031,ID-SUP-012,AIR,ONLINE,MY,IDR,26312869.26,3660714.16,2990364.22,Confirmed
ID-BK-0015438,2025-06-16,2025-07-01,ID-CUST-0254,ID-SUP-025,AIR,MANUAL,JP,IDR,6441381.94,562186.88,344239.24,Confirmed
ID-BK-0015439,2025-06-01,2025-06-21,ID-CUST-0079,ID-SUP-036,AIR,ONLINE,MY,IDR,23685362.24,-3244517.62,-2780976.77,Refunded
ID-BK-0015440,2026-02-12,2026-03-07,ID-CUST-0211,ID-SUP-027,AIR,ONLINE,TH,IDR,16712124.14,1384877.79,1176242.97,Confirmed
ID-BK-0015441,2026-04-18,2026-05-01,ID-CUST-0201,ID-SUP-018,AIR,ONLINE,ID,IDR,22056618.25,3242921.4,2527252.51,Confirmed
ID-BK-0015442,2025-04-19,2025-05-09,ID-CUST-0171,ID-SUP-022,GROUND,ONLINE,US,IDR,25905124.16,3179342.44,1979934.0,Confirmed
ID-BK-0015443,2026-05-04,2026-05-28,ID-CUST-0230,ID-SUP-070,AIR,MANUAL,TH,IDR,49799253.18,4409083.38,3224797.68,Confirmed
ID-BK-0015444,2025-05-01,2025-05-08,ID-CUST-0248,ID-SUP-021,AIR,ONLINE,AU,IDR,27235443.3,2973042.02,2315051.8,Confirmed
ID-BK-0015445,2025-11-15,2025-12-03,ID-CUST-0258,ID-SUP-070,AIR,ONLINE,JP,IDR,2520912.79,314507.08,198913.28,Confirmed
ID-BK-0015446,2026-06-28,2026-07-07,ID-CUST-0077,ID-SUP-008,HOTEL,ONLINE,CN,IDR,34041758.16,3631992.18,2952992.72,Confirmed
ID-BK-0015447,2026-06-01,2026-06-10,ID-CUST-0108,ID-SUP-021,AIR,ONLINE,ID,IDR,4264699.5,633075.96,401654.65,Confirmed
ID-BK-0015448,2025-02-03,2025-03-12,ID-CUST-0092,ID-SUP-018,HOTEL,ONLINE,CN,IDR,10876135.05,1507489.42,919478.74,Confirmed
ID-BK-0015449,2024-10-28,2024-11-14,ID-CUST-0135,ID-SUP-009,HOTEL,MANUAL,GB,IDR,94927691.63,13705745.65,11395079.68,Confirmed
ID-BK-0015450,2025-10-09,2025-11-19,ID-CUST-0221,ID-SUP-038,AIR,MANUAL,GB,IDR,33002396.53,2127463.28,1183806.94,Confirmed
ID-BK-0015451,2025-06-01,2025-06-10,ID-CUST-0028,ID-SUP-053,AIR,MANUAL,CN,IDR,3012040.88,263607.88,200559.88,Confirmed
ID-BK-0015452,2026-01-27,2026-02-13,ID-CUST-0049,ID-SUP-069,HOTEL,MANUAL,TH,IDR,25653191.68,2543102.38,1611317.3,Confirmed
ID-BK-0015453,2026-04-30,2026-05-17,ID-CUST-0047,ID-SUP-054,HOTEL,ONLINE,AU,IDR,10527603.82,949465.18,827809.79,Confirmed
ID-BK-0015454,2026-07-23,2026-07-31,ID-CUST-0244,ID-SUP-058,AIR,ONLINE,MY,IDR,5440516.07,512126.38,390397.93,Confirmed
ID-BK-0015455,2026-07-05,2026-07-21,ID-CUST-0159,ID-SUP-005,GROUND,ONLINE,GB,IDR,21242004.85,2583401.26,1590247.87,Confirmed
ID-BK-0015456,2025-02-25,2025-03-07,ID-CUST-0202,ID-SUP-016,AIR,MANUAL,CN,IDR,15973157.84,1544815.41,1196669.41,Confirmed
ID-BK-0015457,2026-05-21,2026-06-06,ID-CUST-0241,ID-SUP-032,AIR,ONLINE,JP,IDR,18229409.94,2264817.16,1982161.24,Confirmed
ID-BK-0015458,2026-07-27,2026-08-10,ID-CUST-0206,ID-SUP-028,AIR,ONLINE,US,IDR,5812342.28,911595.79,504185.21,Confirmed
ID-BK-0015459,2025-06-08,2025-06-17,ID-CUST-0214,ID-SUP-065,AIR,ONLINE,AU,IDR,44081629.2,5855559.91,3856460.33,Confirmed
ID-BK-0015460,2025-09-10,2025-09-23,ID-CUST-0257,ID-SUP-002,HOTEL,MANUAL,US,IDR,5357287.15,820086.27,562375.15,Confirmed
ID-BK-0015461,2026-06-10,2026-06-19,ID-CUST-0137,ID-SUP-046,AIR,ONLINE,CN,IDR,49386731.84,5740207.16,3376005.39,Confirmed
ID-BK-0015462,2025-08-07,2025-08-17,ID-CUST-0061,ID-SUP-042,HOTEL,ONLINE,ID,IDR,15177528.14,947491.18,735899.4,Confirmed
ID-BK-0015463,2024-09-10,2024-10-02,ID-CUST-0237,ID-SUP-059,AIR,MANUAL,TH,IDR,7639213.22,715272.2,462295.76,Confirmed
ID-BK-0015464,2025-12-23,2026-01-03,ID-CUST-0203,ID-SUP-047,GROUND,ONLINE,AU,IDR,6345736.09,510846.46,362109.21,Confirmed
ID-BK-0015465,2024-09-14,2024-09-28,ID-CUST-0250,ID-SUP-008,AIR,ONLINE,CN,IDR,11815415.75,1392236.02,1218346.99,Confirmed
ID-BK-0015466,2025-08-15,2025-09-15,ID-CUST-0074,ID-SUP-038,GROUND,ONLINE,MY,IDR,8180288.78,718752.8,556866.34,Confirmed
ID-BK-0015467,2025-02-08,2025-02-17,ID-CUST-0139,ID-SUP-051,AIR,ONLINE,ID,IDR,4469238.3,605411.95,353829.7,Confirmed
ID-BK-0015468,2026-06-01,2026-06-26,ID-CUST-0080,ID-SUP-044,AIR,ONLINE,AU,IDR,9532149.14,1199604.74,1008687.69,Confirmed
ID-BK-0015469,2025-04-04,2025-04-26,ID-CUST-0057,ID-SUP-018,HOTEL,MANUAL,US,IDR,13106265.12,0.0,0.0,Cancelled
ID-BK-0015470,2025-06-25,2025-07-05,ID-CUST-0152,ID-SUP-049,HOTEL,ONLINE,SG,IDR,3940528.05,295726.89,163126.48,Confirmed
ID-BK-0015471,2025-08-30,2025-09-23,ID-CUST-0042,ID-SUP-007,AIR,ONLINE,MY,IDR,8197551.81,1191514.76,803335.81,Confirmed
ID-BK-0015472,2025-06-11,2025-06-24,ID-CUST-0122,ID-SUP-002,AIR,MANUAL,GB,IDR,12093162.85,0.0,0.0,Cancelled
ID-BK-0015473,2025-01-14,2025-01-18,ID-CUST-0108,ID-SUP-055,AIR,MANUAL,MY,IDR,21657473.03,3297245.43,2514413.4,Confirmed
ID-BK-0015474,2025-08-31,2025-09-19,ID-CUST-0061,ID-SUP-014,GROUND,ONLINE,TH,IDR,22796348.49,1367883.72,783510.8,Confirmed
ID-BK-0015475,2025-11-22,2025-12-16,ID-CUST-0215,ID-SUP-061,GROUND,ONLINE,CN,IDR,3710165.14,555796.93,379366.18,Confirmed
ID-BK-0015476,2026-01-17,2026-01-23,ID-CUST-0028,ID-SUP-065,AIR,ONLINE,TH,IDR,18250133.87,1359077.4,1181752.83,Confirmed
ID-BK-0015477,2026-01-09,2026-02-14,ID-CUST-0024,ID-SUP-018,AIR,MANUAL,TH,IDR,35098520.68,3241612.65,2409533.21,Confirmed
ID-BK-0015478,2025-04-23,2025-05-10,ID-CUST-0055,ID-SUP-048,GROUND,ONLINE,AU,IDR,7696700.93,889679.6,537038.53,Confirmed
